STATE_NAME,COUNTY,POPULATION,HOUSEHOLDS,FAMILIES,SNAP,GEOID,latitude,longitude
 North Dakota,Pierce County,4038,1671,1050,131,,,
 North Dakota,Ramsey County,11638,4915,2746,398,,,
 North Dakota,Ransom County,5679,2305,1431,157,,,
 North Dakota,Renville County,2328,854,573,68,,,
 North Dakota,Richland County,16546,6668,3922,585,,,
 North Dakota,Rolette County,12508,3693,2692,936,,,
 North Dakota,Sargent County,3839,1775,1067,96,,,
 North Dakota,Sheridan County,1328,624,369,34,,,
 North Dakota,Sioux County,3993,1061,766,325,,,
 North Dakota,Slope County,775,319,230,14,,,
 North Dakota,Stark County,32710,13123,7939,881,,,
 North Dakota,Steele County,1870,776,521,7,,,
 North Dakota,Stutsman County,21678,9069,4915,592,,,
 North Dakota,Towner County,2190,980,600,54,,,
 North Dakota,Traill County,8008,3276,2095,144,,,
 North Dakota,Walsh County,10631,4526,2716,245,,,
 North Dakota,Ward County,69686,27994,16828,1744,,,
 North Dakota,Wells County,4031,1818,1022,97,,,
 North Dakota,Williams County,38460,15286,9237,722,,,
 Ohio,Adams County,27564,10163,7170,2155,,,
 Ohio,Allen County,102462,40671,25438,5538,,,
 Ohio,Ashland County,52658,20531,13944,1828,,,
 Ohio,Ashtabula County,97869,38332,24026,6620,,,
 Ohio,Athens County,62933,22381,11721,3489,,,
 Ohio,Auglaize County,46282,18872,12757,1296,,,
 Ohio,Belmont County,67077,25388,16024,3284,,,
 Ohio,Brown County,43694,16968,11650,2519,,,
 Ohio,Butler County,387830,142881,96609,12935,,,
 Ohio,Carroll County,26866,11300,7376,1427,47017,,
 Ohio,Champaign County,38678,15506,10697,1662,,,
 Ohio,Clark County,136032,55124,35497,9767,,,
 Ohio,Clermont County,207650,81785,55845,6633,,,
 Ohio,Clinton County,42046,16548,11287,2233,,,
 Ohio,Columbiana County,102331,41313,25811,5902,,,
 Ohio,Coshocton County,36621,14517,9797,2673,,,
 Ohio,Crawford County,41939,18028,11628,2519,,,
 Ohio,Cuyahoga County,1263667,551267,300227,91217,,,
 Ohio,Darke County,51839,20826,13908,1713,,,
 Ohio,Defiance County,38329,15075,10272,1527,,,
 Ohio,Delaware County,211121,76549,58366,2810,,,
 Ohio,Erie County,75560,31984,20361,3431,,,
 Ohio,Fairfield County,157622,57841,41488,5527,,,
 Ohio,Fayette County,28897,11471,7583,1854,47047,,
 Ohio,Franklin County,1313598,537109,311433,58240,47051,,
 Ohio,Fulton County,42709,16763,11817,1410,,,
 Ohio,Gallia County,29369,11292,7470,1870,,,
 Ohio,Geauga County,95408,35249,25848,1593,,,
 Ohio,Greene County,167043,66279,43072,5591,47059,,
 Ohio,Guernsey County,38542,16136,10094,2625,,,
 Ohio,Hamilton County,826790,345878,197181,40428,47065,,
 Ohio,Hancock County,75139,31164,18865,2908,47067,,
 Ohio,Hardin County,30738,11557,7691,1586,47071,,
 Ohio,Harrison County,14623,5748,3690,739,,,
 Ohio,Henry County,27618,11040,7327,853,47079,,
 Ohio,Highland County,43162,16526,11541,2843,,,
 Ohio,Hocking County,28180,11240,8211,2055,,,
 Ohio,Holmes County,44166,13200,10596,512,,,
 Ohio,Huron County,58583,23288,14973,2445,,,
 Ohio,Jackson County,32531,12361,8840,2347,47087,36.3592,-85.6732
 Ohio,Jefferson County,65620,26776,16984,4158,47089,,
 Ohio,Knox County,62399,22908,16108,2475,47093,,
 Ohio,Lake County,232202,98217,61188,6877,47095,,
 Ohio,Lawrence County,58570,22608,15162,5061,47099,,
 Ohio,Licking County,177454,66342,46782,7574,,,
 Ohio,Logan County,45997,18928,13008,2074,,,
 Ohio,Lorain County,311737,123500,78556,14398,,,
 Ohio,Lucas County,431212,179358,105845,29653,,,
 Ohio,Madison County,43947,15181,10152,1607,47113,,
 Ohio,Mahoning County,229044,97293,58425,16990,,,
 Ohio,Marion County,65515,24251,15282,3763,47115,,
 Ohio,Medina County,181448,71360,51116,4370,,,
 Ohio,Meigs County,22361,8719,5451,1967,47121,,
 Ohio,Mercer County,42154,15923,10701,799,,,
 Ohio,Miami County,107899,43279,28689,3246,,,
 Ohio,Monroe County,13514,5565,3581,771,47123,,
 Ohio,Montgomery County,536136,226199,132869,30784,47125,,
 Ohio,Morgan County,13955,5629,3713,1163,47129,,
 Ohio,Morrow County,34892,13048,9531,1451,,,
 Ohio,Muskingum County,86346,33970,21972,6391,,,
 Ohio,Noble County,14166,4608,2854,500,,,
 Ohio,Ottawa County,40479,17930,11678,1222,,,
 Ohio,Paulding County,18858,7480,5114,761,,,
 Ohio,Perry County,35439,13071,9544,2463,47135,,
 Ohio,Pickaway County,58458,20706,14775,2830,,,
 Ohio,Pike County,27271,10478,7259,2477,,,
 Ohio,Portage County,161897,63372,39619,6669,,,
 Ohio,Preble County,41027,16648,11396,1549,,,
 Ohio,Putnam County,34395,13158,9682,942,47141,36.1408,-85.4952
 Ohio,Richland County,124504,49505,30402,7280,,,
 Ohio,Ross County,77205,29455,19203,5092,,,
 Ohio,Sandusky County,59013,23797,15408,2862,,,
 Ohio,Scioto County,74392,28152,18403,7485,,,
 Ohio,Seneca County,55166,21862,14081,2754,,,
 Ohio,Shelby County,48307,18429,12476,1468,47157,,
 Ohio,Stark County,374712,154426,98025,20048,,,
 Ohio,Summit County,540567,228283,138006,31278,,,
 Ohio,Trumbull County,202199,84989,52073,11538,,,
 Ohio,Tuscarawas County,93025,37661,24851,5155,,,
 Ohio,Union County,61769,21654,16175,624,47173,,
 Ohio,Van Wert County,28808,11553,8129,911,,,
 Ohio,Vinton County,12853,5052,3560,1075,,,
 Ohio,Warren County,239556,86981,65827,3705,47177,35.6787,-85.7785
 Ohio,Washington County,59942,24435,15551,3089,47179,,
 Ohio,Wayne County,116858,43964,30107,3528,47181,,
 Ohio,Williams County,37026,15261,9577,1741,,,
 Ohio,Wood County,131930,53010,31819,3520,,,
 Ohio,Wyandot County,21933,9036,6113,800,,,
 Oklahoma,Adair County,19839,6770,4753,1497,,,
 Oklahoma,Alfalfa County,5744,1812,1244,183,,,
 Oklahoma,Atoka County,14080,4886,3367,666,,,
 Oklahoma,Beaver County,5100,1781,1296,80,,,
 Oklahoma,Beckham County,22349,7907,4988,1321,,,
 Oklahoma,Blaine County,8799,3542,2260,435,,,
 Oklahoma,Bryan County,45809,17731,12034,1985,,,
 Oklahoma,Caddo County,27253,9094,6087,1340,,,
 Oklahoma,Canadian County,151174,54871,40598,3826,,,
 Oklahoma,Carter County,48102,18441,11471,2476,47019,,
 Oklahoma,Cherokee County,47307,17486,11358,2513,,,
 Oklahoma,Choctaw County,14307,5756,3495,1311,,,
 Oklahoma,Cimarron County,2271,829,555,35,,,
 Oklahoma,Cleveland County,292110,112437,71936,9647,,,
 Oklahoma,Coal County,5294,2092,1320,343,,,
 Oklahoma,Comanche County,121502,44138,28227,6627,,,
 Oklahoma,Cotton County,5603,2001,1374,352,,,
 Oklahoma,Craig County,14172,5197,3405,688,,,
 Oklahoma,Creek County,71879,27031,19091,3436,,,
 Oklahoma,Custer County,28564,10882,6799,1186,,,
 Oklahoma,Delaware County,40688,16342,10866,2395,,,
 Oklahoma,Dewey County,4548,1503,987,133,,,
 Oklahoma,Ellis County,3813,1468,921,142,,,
 Oklahoma,Garfield County,62628,23875,15226,3182,,,
 Oklahoma,Garvin County,25949,9888,6521,1056,,,
 Oklahoma,Grady County,54739,20119,14722,1993,,,
 Oklahoma,Grant County,4166,1508,937,158,,,
 Oklahoma,Greer County,5548,2079,1261,473,,,
 Oklahoma,Harmon County,2540,956,632,139,,,
 Oklahoma,Harper County,3358,1196,810,82,,,
 Oklahoma,Haskell County,11711,4576,3127,1006,,,
 Oklahoma,Hughes County,13406,3897,2484,571,,,
 Oklahoma,Jackson County,24960,9671,6257,1329,47087,36.3592,-85.6732
 Oklahoma,Jefferson County,5491,2057,1284,466,47089,,
 Oklahoma,Johnston County,10446,3907,2634,601,,,
 Oklahoma,Kay County,44019,16916,10668,2730,,,
 Oklahoma,Kingfisher County,15272,5528,3910,358,,,
 Oklahoma,Kiowa County,8518,3272,2196,652,,,
 Oklahoma,Latimer County,9555,3852,2685,675,,,
 Oklahoma,Le Flore County,48436,17623,12116,3527,,,
 Oklahoma,Lincoln County,33650,12550,8720,1657,47103,,
 Oklahoma,Logan County,49005,17130,12642,1552,,,
 Oklahoma,Love County,10105,3552,2466,437,,,
 Oklahoma,McClain County,41258,14836,11234,1112,,,
 Oklahoma,McCurtain County,31112,11235,7704,2224,,,
 Oklahoma,McIntosh County,19105,7233,4714,1387,,,
 Oklahoma,Major County,7753,3171,2243,261,,,
 Oklahoma,Marshall County,15361,5613,3889,776,47117,,
 Oklahoma,Mayes County,39303,15070,10541,2391,,,
 Oklahoma,Murray County,13874,4929,3296,589,,,
 Oklahoma,Muskogee County,66881,25455,16463,4760,,,
 Oklahoma,Noble County,11020,4202,2957,388,,,
 Oklahoma,Nowata County,9484,3742,2589,582,,,
 Oklahoma,Okfuskee County,11444,3780,2722,706,,,
 Oklahoma,Oklahoma County,790938,313822,192429,40305,,,
 Oklahoma,Okmulgee County,37046,13959,9283,2823,,,
 Oklahoma,Osage County,46140,16824,11542,2035,,,
 Oklahoma,Ottawa County,30568,11728,7674,1974,,,
 Oklahoma,Pawnee County,15687,5900,4102,585,,,
 Oklahoma,Payne County,81817,31197,16973,2878,,,
 Oklahoma,Pittsburg County,43836,17112,11309,2818,,,
 Oklahoma,Pontotoc County,38102,14604,9753,2103,,,
 Oklahoma,Pottawatomie County,72331,26237,18224,4156,,,
 Oklahoma,Pushmataha County,10891,4189,2780,823,,,
 Oklahoma,Roger Mills County,3477,1403,983,144,,,
 Oklahoma,Rogers County,94637,34465,25354,3313,,,
 Oklahoma,Seminole County,23798,8581,5837,1794,,,
 Oklahoma,Sequoyah County,39652,14623,10048,2677,,,
 Oklahoma,Stephens County,42983,16633,11286,2431,,,
 Oklahoma,Texas County,21448,6890,4170,422,,,
 Oklahoma,Tillman County,7070,2625,1641,544,,,
 Oklahoma,Tulsa County,664084,260639,163214,30317,,,
 Oklahoma,Wagoner County,80509,29280,21472,2528,,,
 Oklahoma,Washington County,52382,20382,13272,2617,47179,,
 Oklahoma,Washita County,11014,4076,2751,471,,,
 Oklahoma,Woods County,8731,3332,1951,211,,,
 Oklahoma,Woodward County,20591,7952,5349,777,,,
 Oregon,Baker County,16539,6976,4178,1197,,,
 Oregon,Benton County,94667,37370,21419,3757,47005,,
 Oregon,Clackamas County,418577,159553,110016,15392,,,
 Oregon,Clatsop County,40720,16649,9598,2344,,,
 Oregon,Columbia County,52381,19933,13750,3298,,,
 Oregon,Coos County,64619,27627,16629,6231,,,
 Oregon,Crook County,24300,9951,7108,1744,,,
 Oregon,Curry County,23234,10788,7119,1560,,,
 Oregon,Deschutes County,194964,79329,52620,7644,,,
 Oregon,Douglas County,110680,45663,29490,8150,,,
 Oregon,Gilliam County,1954,902,465,133,,,
 Oregon,Grant County,7225,3274,1860,495,,,
 Oregon,Harney County,7454,3076,2025,701,,,
 Oregon,Hood River County,23915,8949,6014,1102,,,
 Oregon,Jackson County,221662,89467,56509,14889,47087,36.3592,-85.6732
 Oregon,Jefferson County,24232,8244,6042,2293,47089,,
 Oregon,Josephine County,87686,36148,23673,8516,,,
 Oregon,Klamath County,68899,28027,17178,6336,,,
 Oregon,Lake County,8119,3427,2140,605,47095,,
 Oregon,Lane County,380532,157183,92302,29211,,,
 Oregon,Lincoln County,49866,22093,12908,3856,47103,,
 Oregon,Linn County,127200,49113,32924,9122,,,
 Oregon,Malheur County,31313,9783,6274,2620,,,
 Oregon,Marion County,344037,121132,82031,22384,47115,,
 Oregon,Morrow County,11964,4085,2999,724,,,
 Oregon,Multnomah County,810011,339228,178961,47382,,,
 Oregon,Polk County,86347,31742,21527,5673,47139,,
 Oregon,Sherman County,1784,711,432,140,,,
 Oregon,Tillamook County,27129,11381,7071,1822,,,
 Oregon,Umatilla County,79509,27012,18763,5403,,,
 Oregon,Union County,26255,10536,6826,2018,47173,,
 Oregon,Wallowa County,7330,3269,2088,382,,,
 Oregon,Wasco County,26603,10345,6538,2073,,,
 Oregon,Washington County,596969,226412,150940,19395,47179,,
 Oregon,Wheeler County,1477,630,390,111,,,
 Oregon,Yamhill County,107024,38083,26773,5641,,,
 Pennsylvania,Adams County,103782,39908,28029,2768,,,
 Pennsylvania,Allegheny County,1246116,545763,304744,66380,,,
 Pennsylvania,Armstrong County,65967,27704,18466,4062,,,
 Pennsylvania,Beaver County,168260,71717,44919,9941,,,
 Pennsylvania,Bedford County,47729,19334,12690,2307,47003,,
 Pennsylvania,Berks County,426967,160065,106948,22217,,,
 Pennsylvania,Blair County,123132,50264,31494,8318,,,
 Pennsylvania,Bradford County,60233,24287,15860,2935,,,
 Pennsylvania,Bucks County,643872,245200,175007,15436,,,
 Pennsylvania,Butler County,192561,78365,51302,7033,,,
 Pennsylvania,Cambria County,134048,55519,34009,9890,,,
 Pennsylvania,Cameron County,4596,2131,1262,512,,,
 Pennsylvania,Carbon County,64792,26312,16661,3700,,,
 Pennsylvania,Centre County,158879,57834,32234,3839,,,
 Pennsylvania,Chester County,531704,198159,140564,9759,47023,,
 Pennsylvania,Clarion County,37571,14632,9404,2226,,,
 Pennsylvania,Clearfield County,80667,31195,20392,5824,,,
 Pennsylvania,Clinton County,37824,14620,9421,2267,,,
 Pennsylvania,Columbia County,65013,25717,15711,2639,,,
 Pennsylvania,Crawford County,84495,33225,21813,5663,,,
 Pennsylvania,Cumberland County,257333,102532,65166,6895,47035,35.9504,-84.9984
 Pennsylvania,Dauphin County,284199,115703,70948,12381,,,
 Pennsylvania,Delaware County,573883,214252,142610,26686,,,
 Pennsylvania,Elk County,31037,13499,8299,1756,,,
 Pennsylvania,Erie County,271903,108861,66305,19689,,,
 Pennsylvania,Fayette County,129443,54097,33600,12139,47047,,
 Pennsylvania,Forest County,7121,1786,1003,280,,,
 Pennsylvania,Franklin County,155592,61854,42775,6305,47051,,
 Pennsylvania,Fulton County,14529,5990,4137,839,,,
 Pennsylvania,Greene County,36248,13957,9269,2564,47059,,
 Pennsylvania,Huntingdon County,44458,15588,10696,2093,,,
 Pennsylvania,Indiana County,83620,32425,19835,4419,,,
 Pennsylvania,Jefferson County,44491,17745,11308,2575,47089,,
 Pennsylvania,Juniata County,23607,8756,5941,902,,,
 Pennsylvania,Lackawanna County,215529,87217,53635,14557,,,
 Pennsylvania,Lancaster County,550480,207291,145256,16773,,,
 Pennsylvania,Lawrence County,86311,36111,23367,7019,47099,,
 Pennsylvania,Lebanon County,142486,54758,37203,6501,,,
 Pennsylvania,Lehigh County,372492,141775,95653,20123,,,
 Pennsylvania,Luzerne County,324825,131556,81344,23624,,,
 Pennsylvania,Lycoming County,114274,45504,29201,6958,,,
 Pennsylvania,McKean County,40652,15776,9878,2601,,,
 Pennsylvania,Mercer County,111216,45798,28805,7969,,,
 Pennsylvania,Mifflin County,46156,18641,13008,2564,,,
 Pennsylvania,Monroe County,168128,59208,42719,7316,47123,,
 Pennsylvania,Montgomery County,850890,327065,222514,18282,47125,,
 Pennsylvania,Montour County,18198,7476,4766,666,,,
 Pennsylvania,Northampton County,311359,119208,80594,11724,,,
 Pennsylvania,Northumberland County,91853,37369,23742,5356,,,
 Pennsylvania,Perry County,45879,17823,12536,1766,47135,,
 Pennsylvania,Philadelphia County,1596865,646608,347858,166001,,,
 Pennsylvania,Pike County,58345,23351,15944,2920,,,
 Pennsylvania,Potter County,16478,6385,4231,954,,,
 Pennsylvania,Schuylkill County,143308,56763,36687,9278,,,
 Pennsylvania,Snyder County,39877,14373,10016,1334,,,
 Pennsylvania,Somerset County,74331,28857,19448,4057,,,
 Pennsylvania,Sullivan County,5935,2398,1449,223,47163,,
 Pennsylvania,Susquehanna County,38892,15430,10103,1783,,,
 Pennsylvania,Tioga County,41089,16340,11033,2093,,,
 Pennsylvania,Union County,43094,13880,9046,1476,47173,,
 Pennsylvania,Venango County,50810,21033,13734,3667,,,
 Pennsylvania,Warren County,38791,16070,10470,1896,47177,35.6787,-85.7785
 Pennsylvania,Washington County,209090,86028,55522,11135,47179,,
 Pennsylvania,Wayne County,51244,19379,12866,2376,47181,,
 Pennsylvania,Westmoreland County,355107,152288,96485,19162,,,
 Pennsylvania,Wyoming County,26389,10600,6970,1430,,,
 Pennsylvania,York County,454605,176428,121186,18908,,,
 Rhode Island,Bristol County,50672,19273,12539,1260,,,
 Rhode Island,Kent County,169345,71737,44804,8830,,,
 Rhode Island,Newport County,85525,35329,21728,2953,,,
 Rhode Island,Providence County,656672,249592,151463,46485,,,
 Rhode Island,Washington County,129735,50838,34100,3283,47179,,
 South Carolina,Abbeville County,24374,9423,6206,1382,,,
 South Carolina,Aiken County,168045,66980,44671,7566,,,
 South Carolina,Allendale County,8304,3072,1727,798,,,
 South Carolina,Anderson County,202223,78836,53700,8581,47001,,
 South Carolina,Bamberg County,13525,4562,2925,930,,,
 South Carolina,Barnwell County,20801,8253,4908,1911,,,
 South Carolina,Beaufort County,186007,73337,50814,3806,,,
 South Carolina,Berkeley County,224806,84085,59521,6367,,,
 South Carolina,Calhoun County,14198,5789,3671,845,,,
 South Carolina,Charleston County,404946,167853,97410,10818,,,
 South Carolina,Cherokee County,56204,21081,12358,3317,,,
 South Carolina,Chester County,32273,12672,8426,1971,47023,,
 South Carolina,Chesterfield County,43655,17186,11482,2896,,,
 South Carolina,Clarendon County,31613,11585,7486,2387,,,
 South Carolina,Colleton County,38520,15059,9737,2950,,,
 South Carolina,Darlington County,63433,25239,15983,4518,,,
 South Carolina,Dillon County,28527,10313,6801,2258,,,
 South Carolina,Dorchester County,160180,58282,41109,5119,,,
 South Carolina,Edgefield County,25938,9102,6286,1298,,,
 South Carolina,Fairfield County,21186,8758,5627,1354,,,
 South Carolina,Florence County,137276,51791,33220,8333,,,
 South Carolina,Georgetown County,62992,25690,17891,3377,,,
 South Carolina,Greenville County,519178,205490,136060,16205,,,
 South Carolina,Greenwood County,69338,27403,16866,4096,,,
 South Carolina,Hampton County,19227,6793,4437,1331,,,
 South Carolina,Horry County,344865,134609,86898,11315,,,
 South Carolina,Jasper County,28363,11084,7107,1402,,,
 South Carolina,Kershaw County,64989,24901,17209,2511,,,
 South Carolina,Lancaster County,94653,36597,26296,3784,,,
 South Carolina,Laurens County,67148,25282,17230,3866,,,
 South Carolina,Lee County,16730,6322,3681,1631,,,
 South Carolina,Lexington County,291723,115880,78014,11358,,,
 South Carolina,McCormick County,9584,3768,2494,447,,,
 South Carolina,Marion County,29585,10844,6554,2512,47115,,
 South Carolina,Marlboro County,26912,9331,5103,1980,,,
 South Carolina,Newberry County,37842,15137,10425,2073,,,
 South Carolina,Oconee County,77932,32413,21843,3929,,,
 South Carolina,Orangeburg County,84909,32164,19508,6168,,,
 South Carolina,Pickens County,129617,49438,31340,4175,,,
 South Carolina,Richland County,414719,160231,94445,17721,,,
 South Carolina,Saluda County,19008,7227,5231,1001,,,
 South Carolina,Spartanburg County,322864,122044,83951,11781,,,
 South Carolina,Sumter County,105537,40789,26700,6276,,,
 South Carolina,Union County,27306,11150,7241,1756,47173,,
 South Carolina,Williamsburg County,31279,12032,7467,2765,,,
 South Carolina,York County,276569,106570,74798,8345,,,
 South Dakota,Aurora County,2649,1047,644,61,,,
 South Dakota,Beadle County,18959,7617,4935,699,,,
 South Dakota,Bennett County,3411,991,714,184,,,
 South Dakota,Bon Homme County,7020,2445,1531,144,,,
 South Dakota,Brookings County,34315,13233,6729,580,,,
 South Dakota,Brown County,38471,16200,9112,1080,,,
 South Dakota,Brule County,5247,1990,1208,156,,,
 South Dakota,Buffalo County,1974,517,360,184,,,
 South Dakota,Butte County,10167,3993,2600,424,,,
 South Dakota,Campbell County,1548,654,428,37,47013,,
 South Dakota,Charles Mix County,9346,2959,2015,429,,,
 South Dakota,Clark County,3791,1383,872,31,,,
 South Dakota,Clay County,14816,5322,2676,603,47027,36.5511,-85.5439
 South Dakota,Codington County,28289,11963,7192,900,,,
 South Dakota,Corson County,3965,1070,765,288,,,
 South Dakota,Custer County,8360,3626,2602,181,,,
 South Dakota,Davison County,19944,8485,4926,599,,,
 South Dakota,Day County,5487,2303,1417,188,,,
 South Dakota,Deuel County,4283,1794,1229,84,,,
 South Dakota,Dewey County,5343,1650,1146,386,,,
 South Dakota,Douglas County,2838,1089,822,25,,,
 South Dakota,Edmunds County,4005,1489,1005,77,,,
 South Dakota,Fall River County,6979,3149,1831,377,,,
 South Dakota,Faulk County,2157,764,483,7,,,
 South Dakota,Grant County,7550,3039,2139,147,,,
 South Dakota,Gregory County,4004,1567,930,122,,,
 South Dakota,Haakon County,1868,712,482,42,,,
 South Dakota,Hamlin County,6127,2080,1540,38,,,
 South Dakota,Hand County,3061,1358,871,75,,,
 South Dakota,Hanson County,3429,1096,785,19,,,
 South Dakota,Harding County,1179,511,343,8,,,
 South Dakota,Hughes County,17829,7490,4672,541,,,
 South Dakota,Hutchinson County,7412,2912,1918,199,,,
 South Dakota,Hyde County,1381,548,391,22,,,
 South Dakota,Jackson County,2868,722,566,152,47087,36.3592,-85.6732
 South Dakota,Jerauld County,1811,847,499,28,,,
 South Dakota,Jones County,916,381,229,21,,,
 South Dakota,Kingsbury County,5131,1991,1281,57,,,
 South Dakota,Lake County,11358,4619,3011,184,47095,,
 South Dakota,Lawrence County,25687,11109,6019,976,47099,,
 South Dakota,Lincoln County,63233,24719,18083,747,47103,,
 South Dakota,Lyman County,3746,1215,824,190,,,
 South Dakota,McCook County,5676,2176,1510,150,,,
 South Dakota,McPherson County,2245,872,549,55,,,
 South Dakota,Marshall County,4373,1708,1094,94,47117,,
 South Dakota,Meade County,29561,11157,8082,730,,,
 South Dakota,Mellette County,1916,586,382,163,,,
 South Dakota,Miner County,2293,910,572,88,,,
 South Dakota,Minnehaha County,194884,77998,47465,7228,,,
 South Dakota,Moody County,6335,2474,1703,186,,,
 South Dakota,Oglala Lakota County,13835,2595,2082,1210,,,
 South Dakota,Pennington County,108707,44003,26505,4060,,,
 South Dakota,Perkins County,2977,1280,832,71,,,
 South Dakota,Potter County,2613,1067,663,40,,,
 South Dakota,Roberts County,10254,3648,2496,450,,,
 South Dakota,Sanborn County,2371,896,567,75,,,
 South Dakota,Spink County,6408,2459,1551,126,,,
 South Dakota,Stanley County,2963,1249,792,55,,,
 South Dakota,Sully County,1279,578,336,33,,,
 South Dakota,Todd County,9434,2411,1657,945,,,
 South Dakota,Tripp County,5615,2101,1374,263,,,
 South Dakota,Turner County,8621,3467,2308,307,,,
 South Dakota,Union County,16424,6839,4606,425,47173,,
 South Dakota,Walworth County,5355,2310,1474,249,,,
 South Dakota,Yankton County,23213,9657,5858,559,,,
 South Dakota,Ziebach County,2479,689,557,235,,,
 Tennessee,Anderson County,76683,30973,20607,4323,47001,,
 Tennessee,Bedford County,49754,17904,12872,2460,47003,,
 Tennessee,Benton County,15872,6509,3883,1026,47005,,
 Tennessee,Bledsoe County,14863,4901,3495,1082,47007,,
 Tennessee,Blount County,134042,52337,36316,4061,47009,,
 Tennessee,Bradley County,107845,40948,28228,5574,47011,,
 Tennessee,Campbell County,39388,15744,10726,3507,47013,,
 Tennessee,Cannon County,14309,5671,3772,829,47015,35.8087,-86.0617
 Tennessee,Carroll County,28370,10988,7211,1537,47017,,
 Tennessee,Carter County,56314,23547,15034,3696,47019,,
 Tennessee,Cheatham County,40878,15366,11287,1365,47021,,
 Tennessee,Chester County,17278,6108,4389,733,47023,,
 Tennessee,Claiborne County,31958,13410,8549,2207,47025,,
 Tennessee,Clay County,7568,2973,1949,490,47027,36.5511,-85.5439
 Tennessee,Cocke County,35896,14339,9747,3045,47029,,
 Tennessee,Coffee County,57227,22417,14291,2329,47031,,
 Tennessee,Crockett County,14012,5387,3742,759,47033,,
 Tennessee,Cumberland County,60568,26523,18032,3187,47035,35.9504,-84.9984
 Tennessee,Davidson County,708490,293859,157896,27120,47037,,
 Tennessee,Decatur County,11460,4375,3054,639,47039,,
 Tennessee,DeKalb County,19875,8023,5715,1244,47041,,
 Tennessee,Dickson County,54000,19663,13502,1850,47043,,
 Tennessee,Dyer County,36975,14659,9372,2402,47045,,
 Tennessee,Fayette County,41584,15932,11759,1937,47047,,
 Tennessee,Fentress County,18385,7443,4724,1677,47049,36.3805,-84.9324
 Tennessee,Franklin County,42528,16467,10780,1997,47051,,
 Tennessee,Gibson County,50278,19436,13029,3243,47053,,
 Tennessee,Giles County,30197,11395,7609,1576,47055,,
 Tennessee,Grainger County,23377,9343,6433,1529,47057,,
 Tennessee,Greene County,69926,27468,18426,3256,47059,,
 Tennessee,Grundy County,13471,4833,3549,823,47061,,
 Tennessee,Hamblen County,64184,24471,16376,3303,47063,,
 Tennessee,Hamilton County,363790,147419,90710,16005,47065,,
 Tennessee,Hancock County,6695,2852,1792,884,47067,,
 Tennessee,Hardeman County,25612,9058,5715,1770,47069,,
 Tennessee,Hardin County,26722,10787,7234,1975,47071,,
 Tennessee,Hawkins County,56803,22777,15913,3358,47073,,
 Tennessee,Haywood County,17912,7118,4552,2055,47075,,
 Tennessee,Henderson County,27800,10823,7084,1917,47077,,
 Tennessee,Henry County,32298,12938,8181,1998,47079,,
 Tennessee,Hickman County,24848,8736,5881,1265,47081,,
 Tennessee,Houston County,8238,2860,1702,445,47083,,
 Tennessee,Humphreys County,18956,6688,4371,576,47085,,
 Tennessee,Jackson County,11626,4523,2702,810,47087,36.3592,-85.6732
 Tennessee,Jefferson County,54358,20419,14562,2636,47089,,
 Tennessee,Johnson County,17912,6859,4683,1171,47091,,
 Tennessee,Knox County,475286,192077,117707,19279,47093,,
 Tennessee,Lake County,7187,2071,1131,610,47095,,
 Tennessee,Lauderdale County,25406,9144,5993,2207,47097,,
 Tennessee,Lawrence County,43967,16483,11176,2657,47099,,
 Tennessee,Lewis County,12485,4842,3095,1003,47101,,
 Tennessee,Lincoln County,35042,14032,9532,1346,47103,,
 Tennessee,Loudon County,54349,21801,15338,1600,47105,,
 Tennessee,McMinn County,53065,21163,14347,2870,47107,,
 Tennessee,McNairy County,25916,9818,6525,1536,47109,,
 Tennessee,Macon County,24954,9266,6221,1371,47111,36.532,-86.0073
 Tennessee,Madison County,98373,38699,24660,6292,47113,,
 Tennessee,Marion County,28679,11718,7961,1646,47115,,
 Tennessee,Marshall County,33909,12718,8847,1078,47117,,
 Tennessee,Maury County,99011,38532,27609,3074,47119,,
 Tennessee,Meigs County,12622,5129,3481,922,47121,,
 Tennessee,Monroe County,46041,18574,12716,3131,47123,,
 Tennessee,Montgomery County,216172,77460,54765,8477,47125,,
 Tennessee,Moore County,6481,2475,1701,234,47127,,
 Tennessee,Morgan County,21158,7110,4989,1294,47129,,
 Tennessee,Obion County,30722,12526,7961,2129,47131,,
 Tennessee,Overton County,22364,8731,6057,975,47133,36.345,-85.2881
 Tennessee,Perry County,8313,3052,2186,420,47135,,
 Tennessee,Pickett County,5021,2161,1418,453,47137,36.5584,-85.0749
 Tennessee,Polk County,17502,7006,4789,963,47139,,
 Tennessee,Putnam County,78955,31933,20092,3122,47141,36.1408,-85.4952
 Tennessee,Rhea County,32723,12756,8963,2354,47143,,
 Tennessee,Roane County,53313,21773,14745,3084,47145,,
 Tennessee,Robertson County,72309,26536,20148,2440,47147,,
 Tennessee,Rutherford County,335595,118955,83694,9025,47149,,
 Tennessee,Scott County,21855,8533,6154,1967,47151,,
 Tennessee,Sequatchie County,15727,5866,4464,1191,47153,,
 Tennessee,Sevier County,98088,36817,25764,4051,47155,,
 Tennessee,Shelby County,929178,354736,216991,57237,47157,,
 Tennessee,Smith County,19820,7473,5278,996,47159,36.2505,-85.9567
 Tennessee,Stewart County,13569,5091,3292,596,47161,,
 Tennessee,Sullivan County,157843,67025,42556,9198,47163,,
